People - Person → Handle,People - Person → Location,Title,Description,Image URL,Flash Image Collections → Title,Flash Image Quotes → X Small Total Amount Cents,Flash Image Quotes → X Large Total Amount Cents
blubee.tattoos,"📍Them Studio, Belfast ",🥚😈DEVILED EGGS😈🥚(non repeatable),"£70 | 3"" - 4""  ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCO5k50itk/flash.290a2c42.webp,💙🐝💙,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",🍒🍒,"£120 | 3"" - 4"" ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCOobsnRWS/flash.c4637e14.webp,🩵🐝🩵,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",☠️☠️,"£250 | 5"" - 6"" ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCPd3tWrBo/flash.c0150b02.webp,🩵🐝💙,"8,000","35,000"
blubee.tattoos,"📍Them Studio, Belfast ",🗡💙🗡,"£150 | 4"" - 5"" ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCPfbZQ0tk/flash.7ae96214.webp,💙🐝💙,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",♈️♉️♊️♋️♌️♍️♎️♏️♐️♑️♒️♓️ (REPEATABLE),"£70 | 2"" - 3"" | Please specify which zodiac sign you'd like when booking ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCPpmAjRo0/flash.af9d9cc8.webp,small designs,"7,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",🌟👂🗡👂(non repeatable),£70 | Size customisable to fit your ear | Please specify which design you'd like when booking,s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCPQEoWKDg/flash.455e514d.webp,small designs,"7,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",🌹🥀🌹,"£250 | 5"" - 6"" ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCPsjC1yfA/flash.e8f41fd2.webp,💙🐝💙,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",🚬😈,"£120 | 4"" - 5"" ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCPxK2mbXE/flash.f2bd7394.webp,💙🐝💙,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",🌟CHROME🌟 (non repeatable),"£120 | 2"" - 3"" | Please specify which design you'd like when booking",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCPZnO9Xo8/flash.9d58180a.webp,🩵🐝🩵,"12,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",💧👁👁💧,"£250 | 5"" - 6"" ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCQ3tqgXdw/flash.3dc8cef5.webp,💙🐝💙,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",💙VALENTINES DAY FLASH💙,£80 - £120 depending on design and size | Small hearts are customisable | Please specify which design and size you'd like when booking ,s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCQATgZff6/flash.89527fb2.webp,💙🐝💙,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",🐝🐌,"£80 | 3"" - 5"" | Please specify which design you'd like when booking",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCY9vYn7Tc/flash.d09b1eb4.webp,small designs,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",🗡🗡 (non repeatable),"£150 | 5"" - 6"" | Please specify which design you'd like when booking  ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lCYDjszIhs/flash.a5845b6e.webp,💙🐝💙,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",💐💐,"£300 | 7""+ | Discounted full day (6hr) ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lTNJc1K04O/flash.c8cac21e.webp,💙🐝💙,"8,000","30,000"
blubee.tattoos,"📍Them Studio, Belfast ",🎃👻🌙🍬🕯,"Sweets or moon - £80 | Pumpkin, candle, marshmallow - £160 | Ghost face - £300 (discounted full day) | Please specify which design",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lTNm1rolk0/flash.0811b485.webp,🩵🐝🩵,"8,000","30,000"
blubee.tattoos,"📍Them Studio, Belfast ",🩸🗡🩸,"£120 | 5"" - 6"" ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lTNP8wSimm/flash.5a3aae1c.webp,💙🐝💙,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",GORILLAZ (non repeatable),"£70 | 2"" - 3"" | Please specify which design you'd like when booking ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lTNS5gRhdw/flash.969571da.webp,🩵🐝💙,"7,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",🎃👻🌙🍬🕯(non repeatable),Prices and sizes depend on design | Ghostface - £300 full day sit | Please specify which design and size you'd like  ,s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lTO6YjzCF6/flash.87959a65.webp,🩵🐝🩵,"8,000","30,000"
blubee.tattoos,"📍Them Studio, Belfast ",💙👁💙,"£150 | 4"" - 6""  ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lTOltcmfEu/flash.e07853f9.webp,💙🐝💙,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",GHOST TAROT PT 1 (non repeatable),"£70 | 3"" - 4"" | Words can be removed or adjusted | Please specify which design you'd like when booking ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lTOrC7mu5w/flash.a756d22f.webp,GHOST TAROT,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",GHOST TAROT PT 2 (non repeatable),"£70 | 3"" - 4"" | Words can be removed or adjusted | Please specify which design you'd like when booking ",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8lTP2SN1gtU/flash.904a51eb.webp,GHOST TAROT,"8,000","40,000"
blubee.tattoos,"📍Them Studio, Belfast ",🐝✨️TINY TATTOOS✨️🐝,"1"" - 3"" | Colour and shading optional | Customisable one word script, angel numbers and colour | Please specify which design you'd like",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8m15DqNPSqG/flash.07ff76af.webp,small designs,"4,000","48,000"
blubee.tattoos,"📍Them Studio, Belfast ",🌹🌙🎀🕘 (non repeatable),"🌹🌙🎀🕘 - £180 (4"" - 6"") | Script and angel numbers - £70 each (1"" - 3"") | Please specify which design you'd like when booking in",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8mwrd8ErmaG/flash.59987486.webp,🩵🐝🩵,"7,000","48,000"
blubee.tattoos,"📍Them Studio, Belfast ",✨️💙✨️ (non repeatable),"£70 | 2"" - 3"" | Please specify which design you'd like when booking",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8pmpBwbVcjg/flash.3cef000a.webp,small designs,"7,000","48,000"
blubee.tattoos,"📍Them Studio, Belfast ",💙🩵MATCHING NON MATCHING🩵💙,"£30 each, £60 total | Please specify which design you'd like when booking in",s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8qcd2orFuAS/flash.4840595b.webp,🩵Friday 13th x Valentines day🩵,"3,000","30,000"
blubee.tattoos,"📍Them Studio, Belfast ",💙FRIDAY 13TH FLASH DAY💙,Please specify which one you'd like when booking in,s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8qcdFw046jY/flash.7b57e29c.webp,🩵Friday 13th x Valentines day🩵,"3,000","30,000"
blubee.tattoos,"📍Them Studio, Belfast ",💙🩵VALENTINES FLASH🩵💙(non repeatable),£60 - £80 discounted rate for the month of February only | Please specify which design you'd like when booking,s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8qcFH346HYG/flash.bdbe61f5.webp,🩵Friday 13th x Valentines day🩵,"5,000","30,000"
blubee.tattoos,"📍Them Studio, Belfast ",🍭🎀,£60 discounted rate for the month of February only,s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8qVaa7bDZYm/flash.4a569245.webp,🩵Friday 13th x Valentines day🩵,"5,000","30,000"
blubee.tattoos,"📍Them Studio, Belfast ",💙🗡💙,£60 discounted rate for the month of February only,s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8qVaduIN0Bk/flash.88b75a9a.webp,🩵Friday 13th x Valentines day🩵,"5,000","30,000"
blubee.tattoos,"📍Them Studio, Belfast ",🩵💙🩵💙,£60 discounted rate for the month of February only | Please specify which design you'd like when booking in,s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8qVajihXmWO/flash.2fa50393.webp,🩵Friday 13th x Valentines day🩵,"5,000","30,000"
blubee.tattoos,"📍Them Studio, Belfast ",💙💌💙,£60 discounted rate for the month of February only,s3://venue-ink-prd-app/static/people/per-8lB78ohzAqu/flash_images/fli-8qVaU00zWvQ/flash.a7eee2d8.webp,🩵Friday 13th x Valentines day🩵,"5,000","30,000"
bluebirdlaneink,"Lakewood, CO",FOR V ONLY : Continue Wing Color,"1-2 inches = 1-2 feathers, etc",s3://venue-ink-prd-app/static/people/per-8kfm3OfVTDE/flash_images/fli-8osMUiuBvjE/flash.cd6e25bb.webp,Continue Project,"5,000","20,000"
bluebirdlaneink,"Lakewood, CO",Yellow Sac Spider (for Val only),Please only book if you are Val!,s3://venue-ink-prd-app/static/people/per-8kfm3OfVTDE/flash_images/fli-8pgFGRTqGA4/flash.3c413d4a.webp,Continue Project,"5,000","20,000"
bluebirdlaneink,"Lakewood, CO",Blackout Band for R,please only book if you are R,s3://venue-ink-prd-app/static/people/per-8kfm3OfVTDE/flash_images/fli-8pnH9tcL1QO/flash.536c693c.webp,Continue Project,"5,000","20,000"
bluebirdlaneink,"Lakewood, CO",Handwriting for E & Fam,Please only book if you are E! Please book inches as # of people,s3://venue-ink-prd-app/static/people/per-8kfm3OfVTDE/flash_images/fli-8ptdipGtPPc/flash.884bb175.webp,Continue Project,"7,000","20,000"
bluebirdlaneink,"Lakewood, CO",Heated Rivalry / F ICE,50% of sales donated to Immigrant Freedom Fund,s3://venue-ink-prd-app/static/people/per-8kfm3OfVTDE/flash_images/fli-8qo5QDzGWFk/flash.41ff0579.webp,Heated Rivalry / F ICE,"5,000","20,000"
bluebirdlaneink,"Lakewood, CO",Wings,Can also do just 1 wing!,s3://venue-ink-prd-app/static/people/per-8kfm3OfVTDE/flash_images/fli-8qo6LwhJgcC/flash.0c1efa83.webp,Heated Rivalry / F ICE,"5,000","20,000"
bluebirdlaneink,"Lakewood, CO",For Molly,Please only book if you are Molly 😊 #/hours will be blocked on my schedule 👍,s3://venue-ink-prd-app/static/people/per-8kfm3OfVTDE/flash_images/fli-8qXZhQeh5ma/flash.9e54b07d.webp,Continue Project,"2,000","2,000"
bodyart.belle,Lapeer,MINI BUNDLE,"4 mini tattoos. Can be any flash, as long as it fits in the size criteria.",s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qDuFKjKaCO/flash.3d43a4db.webp,BUNDLES,"26,000","60,000"
bodyart.belle,Lapeer,MEDIUM BUNDLE,"1 medium + 1 small + 1 mini   OR   1 medium + 3 minis.   Can be any flash, as long as it fits in the size criteria.",s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qDvmZFQozo/flash.b35e6bff.webp,BUNDLES,"8,000","60,000"
bodyart.belle,Lapeer,SMALL BUNDLE,"1 small tattoo + 2 minis. Can be any flash, as long as it fits in the size criteria.",s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qDvOudBJ0S/flash.07c24d03.webp,BUNDLES,"8,000","60,000"
bodyart.belle,Lapeer,LARGE BUBDLE,1 large + 1 medium + 1 mini     OR     1 large + 1 small + 2 minis     OR    1 large + 4 minis,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qDwEHtUcEa/flash.9c8ec094.webp,BUNDLES,"8,000","60,000"
bodyart.belle,Lapeer,Eyebrows,"Semi permanent eyebrow tattoo - ombré, nano, powder",s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoC2vpStQe/flash.1c9e9c7e.webp,Cosmetic,"8,000","60,000"
bodyart.belle,Lapeer,Eyeliner Combo,Top & Bottom Liners - lash enhancement / winged,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoCdwvQZkG/flash.c3bd38c9.webp,Cosmetic,"8,000","60,000"
bodyart.belle,Lapeer,Eyeliner ,Upper lids only - lash enhancement / winged,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoCqmkzRVQ/flash.7342bbce.webp,Cosmetic,"8,000","60,000"
bodyart.belle,Lapeer,Eyeliner ,Bottom lids only - lash enhancement ,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoCvtTM7I8/flash.c469603a.webp,Cosmetic,"8,000","60,000"
bodyart.belle,Lapeer,Freckle Splash ,Splash of different natural sized freckles over an area - face / neck / arm / chest / etc.,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoDcV30wme/flash.849361e3.webp,Cosmetic,"8,000","60,000"
bodyart.belle,Lapeer,Lips,Full blushing of color over the lips ,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoDHIDcTMO/flash.80675060.webp,Cosmetic,"8,000","60,000"
bodyart.belle,Lapeer,Lips,Natural defined lining blended towards center. ,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoDPBtf1Um/flash.010eb5db.webp,Cosmetic,"8,000","60,000"
bodyart.belle,Lapeer,Beauty Mark,"1 - 3, small freckle(s)",s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoDv1hPUCO/flash.e51aca3c.webp,Cosmetic,"6,000","60,000"
bodyart.belle,Lapeer,Cosmetic Touch-Up,For any touch up sessions needed after your initial appts. ,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoEAOhLbai/flash.6a440b50.webp,Cosmetic,"8,000","60,000"
bodyart.belle,Lapeer,Areola Designs,"The illusion of different shaped Areolas like hearts or stars, to actual designs. If you have scar tissue in the area, see paramedical.",s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoEqX60yie/flash.eac8bf23.webp,Cosmetic,"8,000","60,000"
bodyart.belle,Lapeer,Saline Removal ,Cosmetic tattoo removal process using saline. It is used to lighten the pigmentation of a tattoo over a series of sessions. Prices vary.,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoESuFKUPg/flash.58cf3e49.webp,Cosmetic,"8,000","60,000"
bodyart.belle,Lapeer,Areola Restoration - Bilateral ,Bilateral - for both Areolas to be done. From color restoration to 3d natural looking tattooed Areolas on scarred skin ,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoFS0xQTg0/flash.d97356eb.webp,Paramedical,"8,000","60,000"
bodyart.belle,Lapeer,Areola Restoration - Unilateral,Unilateral - for one areola to be done. From color restoration to 3d natural looking tattooed Areola on scarred skin ,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoGCakOy1o/flash.74a6101b.webp,Paramedical,"8,000","60,000"
bodyart.belle,Lapeer,Scar Camouflage ,"Process of using skin tones to blend in exiting scars, so they aren’t as prominent.  Prices vary. ",s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qoGNtQ5HE0/flash.a66c3a76.webp,Paramedical,"8,000","60,000"
bodyart.belle,Lapeer,Custom Tattoo Deposit,Deposit holds a spot for you in the calendar and also goes towards the final total of your design.,s3://venue-ink-prd-app/static/people/per-8pPSUUAN9DE/flash_images/fli-8qyGkS318a0/flash.92debb6c.webp,Artistic Design,"8,000","60,000"
branded_by_brandi95,Winchester,Winter Flash #1,Winter wonder,s3://venue-ink-prd-app/static/people/per-8o5tfWiXaCG/flash_images/fli-8oWYK9FtxjM/flash.f5b884d0.webp,Winter,"5,500","9,000"
brantleyartisticink,"Guntersville, AL",Raffle Entry,Pick any date/time/placement it won’t matter! Not an appointment! Read post on Facebook for details!,s3://venue-ink-prd-app/static/people/per-8bCsyIXNbge/flash_images/fli-8m2EOHbhZNA/flash.c64a7b8c.webp,‼️RAFFLE ENTRY‼️,"1,000","5,000"
bugg.bitez,Joppatowne MD,Ariel,Ariel from The Little Mermaid with a watercolor element!,s3://venue-ink-prd-app/static/people/per-8jAvP0Snegy/flash_images/fli-8p9f45hEf56/flash.9c8dd4e7.webp,One and Done Designs,"8,000","30,000"
bugg.bitez,Joppatowne MD,Deadly Nightshade,A jar of deadly nightshade inspired by The Nightmare Before Christmas,s3://venue-ink-prd-app/static/people/per-8jAvP0Snegy/flash_images/fli-8p9fDqFQWwK/flash.733c31c6.webp,One and Done Designs,"8,000","30,000"
bugg.bitez,Joppatowne MD,Welcome Home,Coraline inspired piece! Arm or Leg placement!,s3://venue-ink-prd-app/static/people/per-8jAvP0Snegy/flash_images/fli-8p9fKroc0kC/flash.27faa42e.webp,One and Done Designs,"8,000","60,000"
bugg.bitez,Joppatowne MD,Serenity,A pretty nature inspired scene. Arm or leg placement.,s3://venue-ink-prd-app/static/people/per-8jAvP0Snegy/flash_images/fli-8p9fXdthFNw/flash.3e0466ec.webp,One and Done Designs,"8,000","30,000"
bugg.bitez,Joppatowne MD,Glitter Fruits ,I want to do more glitter so I made some glittery fruits!,s3://venue-ink-prd-app/static/people/per-8jAvP0Snegy/flash_images/fli-8pAvNqw6ZPs/flash.056167a5.webp,Repeatable,"8,000","30,000"
buggy.tats,"Houston, Texas",Thumbtack ,Can be done in color of choice!,s3://venue-ink-prd-app/static/people/per-8kZNSGD3mro/flash_images/fli-8mdtCx1DlpY/flash.ca65570a.webp,Black and Gray,"8,000","35,000"
bugpintattoo,"Flint, MI.",Flint hardcore hoodie,This is not an appointment. If you would like to purchase this hoodie you can do so on here and schedule a day to pick up,s3://venue-ink-prd-app/static/people/per-8mO5Pxind7Q/flash_images/fli-8ngu1tgQI2C/flash.8f601269.webp,Clothing,"4,000","4,000"
bugpin.tattoo,"Flint, Michigan",Broomstick,Black and gray only ,s3://venue-ink-prd-app/static/people/per-8hDXj0KT7uy/flash_images/fli-8nPaoW43zMG/flash.b0aa7d83.webp,Illustrative designs,"8,000","24,000"
bugpin.tattoo,"Flint, Michigan",Illustrative - floral and arrow ,Black and gray only - 6 inches tall or larger ,s3://venue-ink-prd-app/static/people/per-8hDXj0KT7uy/flash_images/fli-8oCVuLyZ8Hw/flash.6afaba0d.webp,Illustrative designs,"8,000","35,000"
bugpin.tattoo,"Flint, Michigan",Royal frog,"pricing for black and grey shading only- for color, add an additional $100",s3://venue-ink-prd-app/static/people/per-8hDXj0KT7uy/flash_images/fli-8oDSLFBirxo/flash.c349b871.webp,Illustrative designs,"8,000","30,000"
bunny_hazed,Gunbarrel city ,Tooled leather sleeve ,500 outline 500 shading ,s3://venue-ink-prd-app/static/people/per-8qP7uwMqg5Y/flash_images/fli-8qRPu1j5Xxg/flash.be97648b.webp,Portfolio,"10,000","100,000"
bunny_hazed,Gunbarrel city ,animals,Black and grey animal portraits ,s3://venue-ink-prd-app/static/people/per-8qP7uwMqg5Y/flash_images/fli-8qRQBMN03lY/flash.732ce660.webp,Portfolio,"10,000","100,000"
bunny_hazed,Gunbarrel city ,Custom leg sleeve ,Prices vary ,s3://venue-ink-prd-app/static/people/per-8qP7uwMqg5Y/flash_images/fli-8qRQX91pH0a/flash.ffde67fe.webp,Portfolio,"10,000","100,000"
_byahvo,📍 London and Bucks,Love will tear us apart,Oriental-style script tattoo,s3://venue-ink-prd-app/static/people/per-8lqTlsPezTs/flash_images/fli-8oX1BcbwNuK/flash.54de96cb.webp,Jealousy,"5,000","15,000"
caj_lux,Salt Lake City,Floral 4,Can change color!,s3://venue-ink-prd-app/static/people/per-8hC1ut3lBxo/flash_images/fli-8lw3TXuFcFU/flash.8eb42f1f.webp,Summer Collection,"10,000","25,000"
caj_lux,Salt Lake City,Fish in water,Handpoked,s3://venue-ink-prd-app/static/people/per-8hC1ut3lBxo/flash_images/fli-8lw3ZXyOl0a/flash.79916ad5.webp,Summer Collection,"10,000","25,000"
camioncanvas,,Reader Collage ,"I think this would fit great on the outside of a bicep, inner forearm, outside of calf, or outside of thigh.",s3://venue-ink-prd-app/static/people/per-8gZttFVX3mC/flash_images/fli-8kGi7IRiBbE/flash.689d9e97.webp,Booktok,"12,500","65,000"
camioncanvas,,"Lilies, Rose, and sakuras ","These are repeatable, just let me know which one you are wanting to book",s3://venue-ink-prd-app/static/people/per-8gZttFVX3mC/flash_images/fli-8ki7ZbX4ITY/flash.9f104bc9.webp,Garden party,"12,500","60,000"
camioncanvas,,Strawberry,"For August 16th it's $80, after that it'll be $100",s3://venue-ink-prd-app/static/people/per-8gZttFVX3mC/flash_images/fli-8lHsmQNYKps/flash.f8ddfb95.webp,Garden party,"12,500","60,000"
camioncanvas,,Beetle,"For August 16th it's $80, after that it'll be $100",s3://venue-ink-prd-app/static/people/per-8gZttFVX3mC/flash_images/fli-8lHsrg7OTK4/flash.2a66c8db.webp,Garden party,"12,500","60,000"
camioncanvas,,Gap filler ,Let's me know which ones you are booking!,s3://venue-ink-prd-app/static/people/per-8gZttFVX3mC/flash_images/fli-8lu3cMrQ29A/flash.31a4f251.webp,Garden party,"15,000","60,000"
camioncanvas,,Path work sleeves ,"5 for $400 or 10 for $700. When booking, let me know which ones you're wanting.",s3://venue-ink-prd-app/static/people/per-8gZttFVX3mC/flash_images/fli-8nXCbXSDz6W/flash.ffa0d7d7.webp,Spooky Girl Shit,"12,500","70,000"
cam.pokes,"Tucson, AZ",Build Your Own Script !,"$10 per letter, with an $80 minimum ! ",s3://venue-ink-prd-app/static/people/per-8kXRIaM7XBg/flash_images/fli-8qUC05GsROK/flash.9458da4a.webp,WINTER 2026,"8,000","26,000"
casja_stabsya,"PORT COQUITLAM, BC",Cracked Mirror,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.0a17ba91.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Tea/Coffee,Tag Customizable ,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.171e4770.jpg,ROMANTIC,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Boo-Bee,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.18973d8f.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Pendulum,Color or black and grey ,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.1bb1db39.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Moths 2,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.1d2c4067.jpg,CRITTERS,"12,000","45,000"
casja_stabsya,"PORT COQUITLAM, BC",Ghost 1,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.1d7951be.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Tiger Moth ,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.1ed29681.jpg,CRITTERS,"12,000","45,000"
casja_stabsya,"PORT COQUITLAM, BC",Peek-a-boo,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.25591ebd.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Butterflies,Color or black and grey ,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.25f8dfee.jpg,CRITTERS,"12,000","45,000"
casja_stabsya,"PORT COQUITLAM, BC",Love Bug,Colors Customizable ,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.3a5d2ca6.jpg,ROMANTIC,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Venus Eye Trap,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.4465836e.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Fire Marshmallow,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.66a6995b.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Femur,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.6f5db9fc.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Skull Snail,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.78541a14.jpg,CRITTERS,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Tree of Life,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.87651127.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Rabbits Paw,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.8c26c832.jpg,Vintage,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Mushroom Cauldron,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.8f348445.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Beetles,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.97b18911.jpg,CRITTERS,"12,000","45,000"
casja_stabsya,"PORT COQUITLAM, BC",Bugs with wings,Color or black and grey ,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.a383c189.jpg,CRITTERS,"12,000","45,000"
casja_stabsya,"PORT COQUITLAM, BC",Magpie,"2-3 sessions, color or black and grey ",s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.b6468160.jpg,CRITTERS,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Moths 1,Color or black and grey ,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.b6754a41.jpg,CRITTERS,"12,000","45,000"
casja_stabsya,"PORT COQUITLAM, BC",Lighthouse,With or without rope,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.bc40e2a7.webp,Vintage,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Witch’s Hand,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.bd486b8d.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Crystal Wand,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.be0b6fa0.jpg,SPOOKY,"12,000","75,000"
casja_stabsya,"PORT COQUITLAM, BC",Pumpkin,Color or black and grey,s3://venue-ink-prd-app/static/people/per-8fkilYoIn8y/flash_images/flash.bfe64faa.jpg,SPOOKY,"12,000","75,000"
